id_transacao,cpf_origem,cpf_destino,tipo_transacao,valor,data,hora
412,018.324.769-87,940.627.158-30,Pagamento,115.16,2026-01-06,17:13:54
2566,046.753.921-99,605.279.138-12,Pagamento,4.44,2026-01-19,17:50:46
2362,324.765.891-28,798.130.564-01,Pagamento,31.86,2026-01-04,17:51:51
4484,673.185.204-07,874.625.390-47,Pix Recebido,23.06,2026-01-04,17:42:06
4086,790.562.348-38,238.409.176-03,Pix Enviado,34.74,2026-01-06,13:12:06
1694,743.619.025-34,543.612.807-62,Transferência,187.46,2026-01-23,22:48:16
2378,103.426.978-03,024.157.986-49,Pix Enviado,205.02,2026-01-01,05:21:48
3973,609.837.421-03,495.327.081-97,Transferência,24.88,2026-01-06,22:03:44
1791,329.168.470-22,381.462.795-46,Saque Pix,73.7,2026-01-10,12:26:24
1486,459.102.768-67,574.190.283-97,Saque Pix,30.48,2026-01-14,09:17:27
5,164.728.503-80,509.127.834-60,Pagamento,100.2,2026-01-17,18:09:39
2826,420.156.983-70,913.086.257-40,Pagamento,23.88,2026-01-09,20:14:56
609,395.671.042-80,175.602.348-44,Pix Recebido,6.35,2026-01-27,05:49:34
938,521.463.087-53,264.983.571-00,Saque Pix,8.13,2026-01-13,15:42:08
4113,312.689.475-55,617.409.532-07,Pix Enviado,6.31,2026-01-25,08:18:15
4491,362.504.978-38,376.920.158-21,Pix Recebido,4.24,2026-01-16,15:32:16
3526,951.380.274-41,294.581.067-02,Pix Recebido,163.05,2026-01-09,18:03:25
1280,173.469.802-04,749.326.150-43,Pagamento,17.82,2026-01-02,02:43:48
4327,825.074.691-02,194.867.250-20,Pix Recebido,101.59,2026-01-15,10:43:27
3929,578.263.914-82,350.298.164-70,Pix Enviado,29.51,2026-01-02,12:22:19
1628,906.247.813-13,608.471.239-87,Pix Recebido,51.12,2026-01-18,15:26:20
1875,236.174.085-08,056.794.832-38,Transferência,625.27,2026-01-04,21:30:09
3346,041.837.295-05,167.845.932-19,Pix Recebido,25.92,2026-01-07,23:56:40
2266,608.231.759-95,609.837.421-03,Saque Pix,29.25,2026-01-30,22:46:15
5013,423.085.967-83,902.341.765-80,Pix Enviado,194.75,2026-01-04,23:52:00
3639,908.216.743-31,264.983.571-00,Saque Pix,20.9,2026-01-30,14:08:18
4313,607.128.395-77,954.867.201-49,Transferência,1.55,2026-01-14,06:12:27
1917,753.206.498-00,609.483.725-83,Pagamento,21.6,2026-01-22,19:19:00
4838,219.347.805-88,821.476.305-35,Pagamento,215.3,2026-01-11,14:24:24
1985,867.945.301-39,173.469.802-04,Transferência,7.74,2026-01-16,12:49:55
2708,109.874.632-50,260.549.387-38,Transferência,328.82,2026-01-27,07:46:11
3184,248.195.730-04,149.072.865-11,Pix Recebido,47.49,2026-01-05,07:44:46
2423,413.589.027-04,513.409.276-16,Saque Pix,204.06,2026-01-19,23:44:43
3147,568.137.204-90,261.430.597-99,Pix Recebido,16.8,2026-01-26,13:22:14
4316,951.380.274-41,726.480.359-74,Pix Enviado,1.84,2026-01-21,18:32:20
3088,018.324.769-87,602.975.148-49,Transferência,25.9,2026-01-10,10:15:54
3497,741.609.852-11,194.867.250-20,Pix Enviado,28.65,2026-01-23,09:25:34
3659,786.923.540-74,815.437.906-66,Transferência,91.92,2026-01-08,17:12:58
4373,753.206.498-00,695.132.704-16,Pagamento,10.9,2026-01-25,06:44:38
651,698.031.452-15,815.437.906-66,Pix Recebido,26.08,2026-01-11,16:19:58
3566,862.059.741-85,324.765.891-28,Pix Recebido,11.39,2026-01-08,08:38:37
4093,326.104.759-34,853.612.094-06,Pagamento,19.06,2026-01-01,09:40:29
2078,085.721.436-53,568.137.204-90,Saque Pix,37.75,2026-01-20,15:04:22
2130,851.249.036-51,081.254.963-51,Pix Enviado,89.71,2026-01-07,17:29:40
4030,820.351.746-35,890.715.642-58,Transferência,254.08,2026-01-07,17:27:27
3986,405.179.628-02,736.425.198-73,Pix Enviado,120.18,2026-01-05,20:59:51
4783,214.068.397-87,173.469.802-04,Pix Enviado,239.76,2026-01-02,15:24:23
4733,145.370.268-71,185.324.697-28,Pix Recebido,17.31,2026-01-03,10:36:02
892,580.364.297-56,538.420.697-74,Pagamento,12.07,2026-01-22,07:07:54
4467,741.609.852-11,047.359.216-99,Pix Recebido,18.43,2026-01-24,08:10:18
2622,412.350.768-90,302.987.615-21,Pix Enviado,25.62,2026-01-20,17:52:30
5141,261.385.409-05,124.567.308-44,Pix Enviado,110.08,2026-01-13,22:48:00
911,603.184.597-01,073.852.491-32,Saque Pix,27.17,2026-01-23,11:45:50
2773,904.586.321-98,216.593.478-82,Pix Recebido,88.87,2026-01-06,02:17:23
210,518.746.029-30,427.150.893-41,Pix Recebido,32.6,2026-01-20,18:03:32
2873,691.782.045-85,826.549.370-38,Pix Recebido,66.11,2026-01-18,23:56:17
4652,513.409.276-16,826.045.791-11,Transferência,16.01,2026-01-03,08:16:53
3303,821.043.657-08,659.438.702-29,Pix Recebido,16.82,2026-01-13,22:19:03
2590,048.126.935-51,164.728.503-80,Pix Enviado,22.54,2026-01-10,12:19:03
3934,041.837.295-05,465.273.108-62,Pagamento,44.71,2026-01-12,16:09:55
403,236.174.085-08,315.297.648-82,Saque Pix,81.9,2026-01-10,22:23:06
404,190.576.328-02,631.892.540-60,Saque Pix,20.02,2026-01-27,17:24:33
2896,097.836.214-40,960.215.837-95,Pix Enviado,41.2,2026-01-04,15:13:40
1007,302.987.615-21,729.365.418-91,Pix Recebido,116.21,2026-01-05,22:45:37
81,936.807.412-78,479.028.536-74,Transferência,51.08,2026-01-05,20:58:10
842,840.935.162-51,025.167.489-49,Saque Pix,103.52,2026-01-04,11:30:34
4842,209.814.765-11,648.905.137-01,Saque Pix,24.94,2026-01-21,11:46:41
4260,648.905.137-01,625.790.143-06,Transferência,9.82,2026-01-12,14:34:09
1237,312.689.475-55,873.645.201-71,Pix Enviado,5.34,2026-01-14,18:12:00
3727,398.615.420-51,023.157.896-21,Transferência,47.39,2026-01-06,21:29:52
278,261.430.597-99,456.201.389-33,Pix Enviado,23.66,2026-01-01,08:13:43
4921,874.361.592-91,175.602.348-44,Saque Pix,48.4,2026-01-29,18:27:13
2949,041.837.625-53,431.026.795-52,Pix Recebido,98.61,2026-01-04,06:27:19
2270,493.710.526-43,304.817.652-71,Pagamento,29.08,2026-01-12,20:37:30
3379,736.541.829-09,147.529.380-14,Pix Enviado,17.68,2026-01-18,10:50:40
2180,430.187.562-07,853.612.094-06,Pagamento,11.29,2026-01-06,08:06:58
4087,764.051.298-02,405.623.871-53,Pix Recebido,40.15,2026-01-12,23:02:12
2538,274.083.165-07,941.267.358-28,Transferência,27.71,2026-01-03,08:23:51
3364,203.195.784-88,296.035.418-42,Pagamento,1.52,2026-01-28,13:00:43
4563,784.952.361-09,018.324.769-87,Transferência,11.16,2026-01-21,14:30:58
3969,574.190.283-97,659.043.178-75,Saque Pix,224.1,2026-01-20,21:41:14
2461,045.927.163-61,634.510.872-35,Transferência,11.44,2026-01-12,09:09:04
3359,205.437.968-92,790.864.213-69,Saque Pix,16.22,2026-01-03,06:00:32
2874,741.692.835-46,613.924.875-28,Transferência,53.62,2026-01-02,00:46:43
1589,046.753.921-99,729.365.418-91,Transferência,43.4,2026-01-23,19:50:00
3069,294.867.315-19,908.216.743-31,Pagamento,13.16,2026-01-17,06:57:07
851,723.504.691-07,361.498.250-51,Pagamento,135.04,2026-01-06,18:33:15
4079,397.614.280-87,325.769.084-38,Transferência,5.53,2026-01-07,15:31:44
4319,926.317.048-78,874.625.390-47,Pagamento,147.94,2026-01-26,16:21:45
3595,842.063.951-60,842.967.503-56,Pix Recebido,104.25,2026-01-09,09:00:32
1178,692.081.374-22,456.201.389-33,Transferência,31.36,2026-01-09,23:29:55
5122,128.930.674-50,410.265.938-24,Pix Enviado,83.1,2026-01-06,10:16:00
1930,479.028.536-74,609.357.142-43,Saque Pix,76.96,2026-01-26,18:26:35
1826,518.746.029-30,413.589.027-04,Transferência,23.43,2026-01-05,17:01:26
1453,607.128.395-77,729.835.106-03,Pagamento,17.58,2026-01-16,22:20:09
1212,586.793.402-00,315.297.648-82,Saque Pix,5.0,2026-01-19,09:26:59
1240,310.748.562-44,035.978.642-10,Pagamento,47.48,2026-01-09,10:18:21
48,920.863.174-50,679.184.025-02,Pix Enviado,19.27,2026-01-20,23:39:32
4369,219.347.805-88,681.297.045-01,Saque Pix,6.11,2026-01-21,07:03:30
3582,954.731.820-97,736.541.829-09,Pix Recebido,41.67,2026-01-21,16:11:42
212,041.837.625-53,852.391.647-46,Saque Pix,56.7,2026-01-05,15:32:06
4017,285.734.960-29,941.267.358-28,Saque Pix,65.48,2026-01-07,11:32:26
2648,631.892.540-60,951.380.274-41,Pix Enviado,12.92,2026-01-25,22:21:27
4715,159.062.437-80,476.018.539-93,Transferência,58.62,2026-01-21,10:49:32
2962,418.326.590-89,423.185.069-06,Saque Pix,31.79,2026-01-29,08:12:34
3020,461.930.852-89,607.128.395-77,Saque Pix,290.6,2026-01-12,11:50:31
1804,874.625.390-47,538.420.697-74,Pagamento,18.82,2026-01-17,21:00:02
1271,780.351.926-12,890.715.642-58,Pix Recebido,31.88,2026-01-13,20:17:32
4364,729.365.418-91,279.683.410-78,Pix Recebido,31.22,2026-01-02,09:15:32
2753,531.760.428-17,924.516.087-49,Transferência,36.07,2026-01-12,19:39:11
2987,513.409.276-16,936.807.412-78,Saque Pix,31.58,2026-01-19,16:51:02
3570,540.873.916-39,302.987.615-21,Pix Enviado,8.43,2026-01-20,00:52:45
3875,954.137.082-97,309.821.576-30,Transferência,59.78,2026-01-09,16:03:28
697,925.164.708-94,637.541.089-48,Pagamento,276.53,2026-01-11,10:54:55
3389,609.357.142-43,093.587.412-79,Pix Enviado,9.53,2026-01-23,20:50:40
2894,531.760.428-17,180.645.723-71,Transferência,19.62,2026-01-03,18:41:11
518,941.267.358-28,920.863.174-50,Pagamento,22.95,2026-01-11,17:42:51
3068,615.093.847-66,304.752.186-71,Saque Pix,79.17,2026-01-03,08:36:27
1416,826.045.791-11,637.541.089-48,Pix Recebido,35.71,2026-01-18,15:30:31
2179,045.927.163-61,826.043.157-26,Pix Recebido,103.31,2026-01-01,18:42:26
4690,475.690.821-76,206.189.473-96,Pagamento,15.83,2026-01-11,13:54:01
553,209.814.765-11,418.326.590-89,Pix Recebido,55.4,2026-01-24,21:00:27
5219,349.208.675-65,085.329.647-29,Pix Enviado,11927.82,2026-01-27,04:11:03
685,306.871.524-53,853.421.096-98,Pix Enviado,92.86,2026-01-02,20:52:10
3949,052.396.874-47,169.502.387-03,Pix Enviado,3.36,2026-01-02,20:13:14
4094,195.024.738-41,149.072.865-11,Pix Recebido,4.91,2026-01-22,09:57:09
2947,718.693.240-13,840.935.162-51,Saque Pix,26.93,2026-01-10,12:10:56
621,046.753.921-99,214.068.397-87,Transferência,14.41,2026-01-08,18:12:16
2353,659.438.702-29,294.631.805-24,Transferência,36.43,2026-01-05,13:12:10
4639,395.127.680-03,215.439.087-05,Transferência,18.57,2026-01-29,16:39:29
4993,657.413.290-80,471.953.820-79,Transferência,234.54,2026-01-26,07:03:22
528,169.502.387-03,395.176.820-77,Pagamento,87.46,2026-01-15,15:41:02
1283,192.358.604-15,127.063.948-03,Saque Pix,52.62,2026-01-08,19:41:42
162,349.270.618-50,973.125.408-05,Saque Pix,12.05,2026-01-31,17:41:55
3447,913.540.827-88,892.053.741-05,Pix Enviado,41.84,2026-01-20,19:46:28
2145,248.195.730-04,476.018.539-93,Pix Recebido,24.9,2026-01-27,09:23:59
3859,204.563.198-24,812.540.796-02,Pix Recebido,52.34,2026-01-28,05:14:31
1598,549.623.087-00,398.615.420-51,Pagamento,89.61,2026-01-15,10:33:34
4737,698.031.452-15,728.645.103-08,Transferência,12.32,2026-01-31,21:44:42
3204,138.470.659-39,637.541.089-48,Pagamento,27.1,2026-01-08,10:49:32
1055,059.872.634-92,291.806.534-05,Pagamento,19.07,2026-01-11,18:40:48
1738,641.305.897-84,741.609.852-11,Pix Recebido,10.98,2026-01-03,04:06:12
860,726.043.958-00,042.837.195-79,Transferência,138.24,2026-01-21,08:36:41
1777,325.841.760-17,826.549.370-38,Pix Recebido,73.07,2026-01-05,03:02:39
2026,906.247.813-13,104.736.958-39,Pagamento,38.33,2026-01-27,10:49:52
1043,835.460.719-48,653.817.209-12,Pagamento,91.25,2026-01-31,21:55:10
407,568.137.204-90,023.157.896-21,Transferência,5.16,2026-01-03,13:08:17
78,062.371.594-52,347.685.102-80,Pix Enviado,26.72,2026-01-17,19:33:47
3918,294.581.067-02,603.124.987-13,Pix Recebido,36.72,2026-01-27,06:18:51
1500,608.471.239-87,613.924.875-28,Pix Recebido,713.48,2026-01-19,14:32:29
2396,842.967.503-56,753.081.629-21,Saque Pix,196.15,2026-01-09,16:19:33
4634,189.374.560-01,073.852.491-32,Pix Recebido,17.98,2026-01-03,14:34:34
788,147.638.250-62,853.421.096-98,Pagamento,17.87,2026-01-09,08:42:56
3148,137.268.905-21,209.851.367-40,Pix Recebido,8.9,2026-01-09,09:30:14
4586,420.156.983-70,479.156.832-09,Pix Recebido,10.42,2026-01-16,02:16:36
5038,584.129.376-19,843.597.201-14,Pix Enviado,109.65,2026-01-09,07:41:00
4648,539.867.201-03,580.364.297-56,Pagamento,7.84,2026-01-30,12:44:55
303,740.356.819-20,810.792.435-50,Pix Enviado,33.1,2026-01-27,06:56:37
4640,913.540.827-88,294.581.067-02,Saque Pix,34.88,2026-01-06,14:35:37
4440,932.768.045-65,234.165.097-06,Transferência,4.3,2026-01-08,10:32:51
2954,219.347.805-88,024.157.986-49,Saque Pix,2.96,2026-01-05,14:11:37
2742,549.318.267-09,325.841.760-17,Transferência,16.03,2026-01-02,22:14:27
502,574.190.283-97,815.274.369-00,Transferência,68.58,2026-01-13,16:13:08
4726,716.983.054-00,325.841.760-17,Pagamento,9.16,2026-01-24,07:41:05
3775,456.201.389-33,852.391.647-46,Transferência,101.41,2026-01-25,19:40:40
3610,496.318.570-93,587.623.149-55,Pagamento,4.46,2026-01-24,08:03:20
3216,602.975.148-49,629.048.315-33,Pix Enviado,8.16,2026-01-02,23:01:58
2597,954.137.082-97,853.612.094-06,Pix Enviado,7.87,2026-01-13,15:44:43
1337,138.470.659-39,296.035.418-42,Pagamento,115.04,2026-01-26,16:45:02
3955,362.794.051-25,219.347.805-88,Pix Recebido,167.04,2026-01-21,07:53:32
1312,609.483.725-83,085.721.436-53,Transferência,105.58,2026-01-15,21:54:31
2990,652.184.037-17,081.254.963-51,Transferência,34.35,2026-01-01,21:09:30
3405,097.213.685-12,450.971.386-00,Transferência,16.39,2026-01-29,20:02:46
2019,015.493.768-10,360.479.185-57,Transferência,92.5,2026-01-06,23:35:23
3903,973.125.408-05,659.043.178-75,Pix Recebido,40.73,2026-01-20,16:23:01
1601,085.376.429-83,657.039.128-30,Transferência,352.08,2026-01-25,17:49:05
2982,764.051.298-02,264.983.571-00,Pagamento,10.43,2026-01-27,16:46:58
1676,069.251.738-30,385.614.290-89,Saque Pix,27.22,2026-01-11,10:36:32
741,698.405.127-49,369.418.702-22,Pix Enviado,47.32,2026-01-21,10:06:52
5016,423.085.967-83,637.054.892-83,Pix Enviado,94.98,2026-01-04,23:52:00
4108,439.675.218-00,568.137.204-90,Pagamento,2.51,2026-01-18,18:04:13
2462,543.612.807-62,358.709.642-29,Pix Enviado,18.18,2026-01-10,11:40:22
5169,273.901.458-97,056.927.314-52,Pix Enviado,500,2026-01-23,19:57:39
3788,954.731.820-97,619.423.580-24,Saque Pix,76.3,2026-01-02,17:08:56
4182,635.492.107-52,682.314.079-87,Pagamento,15.5,2026-01-12,11:24:49
3649,315.297.648-82,315.297.648-82,Pagamento,22.16,2026-01-16,14:02:53
463,612.930.578-86,659.043.178-75,Pix Recebido,13.02,2026-01-19,19:40:36
2122,967.528.304-10,018.324.769-87,Pix Recebido,31.27,2026-01-02,23:15:29
3186,780.364.952-10,741.692.835-46,Pix Enviado,119.37,2026-01-31,13:20:10
633,180.645.723-71,012.938.654-51,Transferência,24.39,2026-01-22,14:34:13
2939,710.354.892-79,364.751.092-07,Saque Pix,8.17,2026-01-23,22:07:28
441,493.710.526-43,826.045.791-11,Pix Recebido,16.91,2026-01-14,09:37:39
968,193.674.528-37,315.297.648-82,Pix Recebido,26.88,2026-01-05,19:18:16
1189,810.792.435-50,908.457.623-38,Pix Enviado,11.71,2026-01-03,18:18:37
4487,851.672.349-64,471.953.820-79,Pagamento,18.43,2026-01-17,08:08:24
1646,954.731.820-97,603.184.597-01,Transferência,28.28,2026-01-19,12:02:21
3227,165.874.920-02,175.602.348-44,Pix Enviado,9.4,2026-01-12,14:18:39
506,194.583.260-60,426.958.073-92,Transferência,125.19,2026-01-21,23:23:49
136,608.471.239-87,521.487.369-73,Saque Pix,201.04,2026-01-19,13:47:53
1784,842.967.503-56,247.186.530-53,Transferência,54.15,2026-01-25,21:12:14
3285,097.213.685-12,035.174.982-97,Transferência,118.28,2026-01-25,23:37:14
3222,609.357.142-43,435.721.906-06,Pix Recebido,100.43,2026-01-08,20:59:46
2760,395.671.042-80,496.318.570-93,Pix Enviado,11.21,2026-01-15,18:57:31
522,362.794.051-25,269.705.413-80,Pix Recebido,22.13,2026-01-22,15:06:41
2609,175.602.348-44,104.736.958-39,Transferência,4.84,2026-01-07,06:02:17
314,605.283.497-83,285.360.941-33,Saque Pix,40.06,2026-01-05,11:06:29
1827,315.820.497-50,571.039.846-20,Transferência,80.35,2026-01-20,22:41:09
2095,908.617.235-03,913.025.468-05,Pix Enviado,554.85,2026-01-12,16:47:10
2443,173.469.802-04,041.837.625-53,Saque Pix,236.88,2026-01-21,12:43:00
3232,087.649.321-50,206.189.473-96,Pagamento,36.91,2026-01-12,14:04:21
2735,495.327.081-97,095.126.384-60,Pix Recebido,10.95,2026-01-13,09:09:14
3616,653.817.209-12,605.279.138-12,Pix Enviado,19.97,2026-01-07,14:07:06
1443,219.347.805-88,185.324.697-28,Pix Enviado,388.48,2026-01-20,17:35:53
3235,867.945.301-39,821.043.657-08,Pagamento,9.39,2026-01-25,18:21:45
880,085.376.429-83,059.872.634-92,Transferência,22.08,2026-01-29,16:03:25
1938,036.295.174-80,826.045.791-11,Transferência,8.75,2026-01-25,07:10:38
3317,526.831.497-19,052.396.874-47,Transferência,22.92,2026-01-18,19:58:53
1677,394.761.058-01,073.852.491-32,Pagamento,20.6,2026-01-03,08:59:12
2133,126.735.894-73,753.206.498-00,Pix Recebido,129.46,2026-01-10,20:30:15
723,069.251.738-30,175.602.348-44,Pix Enviado,7.85,2026-01-16,16:46:52
3104,408.259.671-20,063.418.279-03,Transferência,10.58,2026-01-12,19:11:09
4565,367.158.024-08,705.924.186-85,Transferência,69.81,2026-01-01,18:15:31
590,901.527.634-06,395.671.042-80,Pagamento,11.9,2026-01-05,14:22:47
3402,274.083.165-07,047.359.216-99,Pix Recebido,23.5,2026-01-05,12:07:35
2196,426.958.073-92,042.837.195-79,Pix Enviado,66.35,2026-01-04,10:18:07
3163,360.479.185-57,395.671.042-80,Pagamento,33.14,2026-01-14,15:15:58
3779,710.354.892-79,165.807.934-57,Saque Pix,29.4,2026-01-12,09:12:02
2438,267.940.315-07,397.614.280-87,Saque Pix,25.09,2026-01-26,06:31:36
1835,603.458.791-39,469.013.275-52,Transferência,60.97,2026-01-13,15:19:12
4282,296.518.073-77,361.479.205-61,Pix Recebido,82.93,2026-01-25,12:07:24
1441,856.041.793-10,568.137.204-90,Pagamento,116.81,2026-01-22,12:49:21
4090,635.492.107-52,892.053.741-05,Transferência,14.96,2026-01-21,10:36:26
454,756.231.089-03,230.541.986-42,Pagamento,90.67,2026-01-06,16:57:03
5172,273.901.458-97,102.469.837-87,Pix Enviado,500,2026-01-17,23:35:27
4496,251.089.473-05,467.395.081-00,Saque Pix,344.73,2026-01-06,07:54:49
87,607.128.395-77,072.584.613-53,Pagamento,6.13,2026-01-15,09:14:30
2623,713.904.628-03,145.370.268-71,Saque Pix,901.12,2026-01-13,12:09:21
4520,235.879.640-92,326.104.759-34,Pix Recebido,10.99,2026-01-13,17:39:55
4011,209.851.367-40,856.041.793-10,Transferência,319.86,2026-01-15,07:57:12
3111,826.549.370-38,014.386.759-84,Pix Enviado,13.94,2026-01-23,18:41:16
3650,391.256.840-51,194.583.260-60,Pix Enviado,109.88,2026-01-11,16:13:31
4524,403.182.657-53,264.708.951-58,Transferência,3.37,2026-01-15,13:34:16
2670,853.421.096-98,829.361.574-55,Pix Enviado,440.66,2026-01-03,16:49:20
2969,152.068.479-76,214.068.397-87,Pix Enviado,384.3,2026-01-18,17:27:38
1183,465.902.381-89,349.270.618-50,Pix Enviado,10.52,2026-01-15,16:07:17
3046,973.125.408-05,568.137.204-90,Saque Pix,58.97,2026-01-18,20:10:19
3170,706.384.125-44,529.607.843-83,Pagamento,25.52,2026-01-14,09:30:46
1616,138.470.659-39,726.480.359-74,Pagamento,11.75,2026-01-25,08:38:05
2853,403.182.657-53,920.863.174-50,Pagamento,2.42,2026-01-06,13:22:34
1259,853.421.096-98,954.731.820-97,Pix Recebido,7.7,2026-01-23,18:46:03
1787,496.318.570-93,059.872.634-92,Pix Recebido,44.11,2026-01-04,08:41:57
414,329.168.470-22,165.807.934-57,Saque Pix,70.85,2026-01-24,11:37:44
2007,431.026.795-52,467.395.081-00,Pix Recebido,40.59,2026-01-05,14:18:53
4100,629.048.315-33,395.176.820-77,Pix Enviado,47.21,2026-01-02,06:23:38
5044,827.134.059-04,710.923.645-52,Pix Enviado,293.29,2026-01-09,11:37:00
3196,531.760.428-17,296.518.073-77,Pagamento,47.07,2026-01-03,13:47:24
3017,209.814.765-11,631.892.540-60,Transferência,21.07,2026-01-24,10:08:34
4682,586.793.402-00,459.102.768-67,Transferência,120.2,2026-01-06,19:08:19
4647,540.891.732-05,498.630.715-01,Transferência,74.73,2026-01-01,00:58:43
1395,587.623.149-55,081.254.963-51,Pix Recebido,9.67,2026-01-07,11:12:31
981,524.963.071-52,852.091.463-24,Pix Recebido,6.17,2026-01-28,18:19:13
3764,826.510.937-77,950.431.628-05,Pix Enviado,19.1,2026-01-25,14:58:36
739,059.243.876-74,215.084.693-42,Transferência,23.51,2026-01-02,18:19:58
1242,790.138.246-50,984.621.053-15,Pix Recebido,18.04,2026-01-04,10:58:36
3888,609.483.725-83,570.349.681-01,Pix Recebido,30.94,2026-01-13,08:12:50
2237,826.043.157-26,951.380.274-41,Pix Recebido,280.99,2026-01-06,14:42:36
4076,493.710.526-43,539.867.201-03,Pix Recebido,115.93,2026-01-22,08:02:44
3378,238.164.507-17,764.051.298-02,Pix Enviado,39.94,2026-01-17,06:22:23
3220,467.935.201-99,093.587.412-79,Pix Recebido,94.56,2026-01-25,13:07:20
3231,634.510.872-35,392.061.754-16,Pix Enviado,40.44,2026-01-25,05:15:26
2165,165.270.834-08,391.256.840-51,Saque Pix,2.38,2026-01-02,09:38:28
3944,206.189.473-96,195.024.738-41,Pagamento,24.7,2026-01-17,19:56:05
289,346.251.879-82,617.409.532-07,Pix Enviado,15.92,2026-01-24,16:32:05
700,392.061.754-16,837.149.560-93,Transferência,507.45,2026-01-02,15:45:24
3383,073.852.491-32,509.127.834-60,Pix Recebido,9.24,2026-01-02,11:00:42
245,908.216.743-31,851.249.036-51,Transferência,21.07,2026-01-12,09:10:46
4827,761.540.389-84,175.602.348-44,Transferência,7.78,2026-01-26,12:54:11
1494,018.324.769-87,269.705.413-80,Pix Recebido,9.4,2026-01-24,16:24:29
615,965.408.173-39,085.376.429-83,Pix Recebido,14.23,2026-01-20,18:55:10
3911,360.479.185-57,493.710.526-43,Pix Recebido,28.25,2026-01-15,20:52:30
4795,387.190.524-05,386.452.079-74,Transferência,84.19,2026-01-23,23:00:41
9,829.361.574-55,513.409.276-16,Pix Recebido,10.84,2026-01-04,11:11:23
2104,852.091.463-24,310.748.562-44,Saque Pix,13.79,2026-01-12,23:37:15
755,159.062.437-80,468.523.917-28,Pix Recebido,99.81,2026-01-09,07:39:28
3585,813.729.654-91,385.614.290-89,Transferência,31.42,2026-01-21,15:36:01
2454,073.852.491-32,906.432.781-50,Pagamento,120.22,2026-01-14,20:53:54
75,350.276.184-17,926.317.048-78,Pix Recebido,8.01,2026-01-30,11:29:40
571,384.795.206-47,498.635.072-29,Saque Pix,7.06,2026-01-05,13:41:28
1695,395.127.680-03,743.810.695-01,Pix Recebido,328.26,2026-01-21,06:04:49
394,853.421.096-98,136.258.904-70,Saque Pix,22.42,2026-01-08,15:38:06
2644,713.904.628-03,603.219.485-05,Saque Pix,28.34,2026-01-04,13:58:49
4747,469.013.275-52,529.607.843-83,Transferência,40.52,2026-01-05,23:15:08
4359,815.437.906-66,340.572.189-04,Transferência,42.19,2026-01-29,13:39:55
5073,852.976.043-38,715.839.602-95,Pix Enviado,79.48,2026-01-03,14:40:00
3179,871.543.069-39,342.819.075-05,Pix Recebido,17.39,2026-01-29,08:41:32
1066,684.512.790-58,041.837.295-05,Pagamento,18.77,2026-01-07,06:32:00
2054,723.504.691-07,503.197.648-93,Transferência,82.05,2026-01-17,11:53:47
1743,586.142.937-55,790.138.246-50,Transferência,50.08,2026-01-21,12:55:31
3640,718.693.240-13,690.582.174-85,Pix Recebido,12.97,2026-01-09,15:12:08
5109,276.154.809-49,013.572.849-50,Pix Enviado,138.9,2026-01-22,12:23:00
3966,312.689.475-55,358.274.160-53,Pix Enviado,190.45,2026-01-08,02:50:00
5003,418.672.593-46,315.806.294-15,Pix Enviado,214.26,2026-01-22,14:19:00
3057,602.975.148-49,085.721.436-53,Pix Recebido,3.19,2026-01-26,22:38:00
3796,462.178.059-01,578.263.914-82,Pagamento,35.12,2026-01-15,06:57:31
4961,031.794.582-32,126.735.894-73,Saque Pix,29.5,2026-01-22,13:13:33
1901,815.437.906-66,350.276.184-17,Pagamento,171.73,2026-01-25,18:59:43
2684,294.581.067-02,356.810.749-00,Transferência,14.67,2026-01-05,14:21:40
1926,957.634.182-55,341.586.027-26,Pix Recebido,166.48,2026-01-02,07:08:17
1685,325.479.061-80,716.983.054-00,Pix Enviado,3.52,2026-01-08,16:02:46
2098,679.184.025-02,201.479.685-85,Pix Recebido,114.52,2026-01-07,06:02:49
1779,602.975.148-49,379.206.814-13,Saque Pix,27.01,2026-01-05,21:47:12
1475,435.890.261-89,285.360.941-33,Transferência,46.35,2026-01-17,07:56:38
524,247.186.530-53,095.126.384-60,Pix Enviado,16.0,2026-01-11,08:22:01
2719,608.231.759-95,762.531.489-82,Pagamento,30.7,2026-01-14,23:40:23
1273,691.782.045-85,603.219.485-05,Pix Enviado,63.88,2026-01-25,07:27:56
4606,613.924.875-28,923.570.146-52,Pagamento,211.74,2026-01-07,09:41:38
1019,165.807.934-57,195.742.360-99,Pix Enviado,56.75,2026-01-11,21:39:20
3741,913.025.468-05,950.431.628-05,Pagamento,30.96,2026-01-28,08:19:48
942,973.125.408-05,097.213.685-12,Pagamento,35.56,2026-01-10,08:05:39
2829,198.073.462-31,513.409.276-16,Saque Pix,141.62,2026-01-13,17:02:58
5191,432.069.581-05,867.520.914-20,Pix Enviado,500,2026-01-13,09:24:35
1626,362.504.978-38,203.195.784-88,Pix Enviado,85.56,2026-01-24,06:52:15
4230,456.201.389-33,498.630.715-01,Transferência,31.93,2026-01-20,10:03:28
2437,203.195.784-88,352.609.174-99,Transferência,296.27,2026-01-30,08:58:15
1053,568.790.312-77,104.736.958-39,Saque Pix,2.49,2026-01-24,21:04:54
2864,041.837.625-53,890.715.642-58,Pix Recebido,259.34,2026-01-29,17:59:35
3470,195.024.738-41,316.274.589-64,Pix Recebido,10.54,2026-01-11,06:43:54
